event_id,review_id,treated_repo,treated_path,adoption_date,adjudicated_carrier,adjudicated_components,control_repo,match_rank,match_distance,candidate_stage,exact_language,exact_owner_type,exact_star_cell,exact_pr_activity_cell,treated_primaryLanguage,control_primaryLanguage,treated_ownerType,control_ownerType,treated_seedStarCell,control_seedStarCell,treated_pr_activity_cell,control_pr_activity_cell,treated_stars,control_stars,treated_pull_requests_total,control_pull_requests_total,treated_issues_total,control_issues_total,treated_governance_maturity_score,control_governance_maturity_score,treated_age_days,control_age_days
FTE041,FCR-2992,OpenHFT/Chronicle-Threads,AGENTS.md,2025-10-20T08:36:41Z,agent_instruction_boundary,agent_instruction_boundary;verification_testing;process_requirement,awslabs/amazon-sqs-java-messaging-lib,2,0.564878,language_owner_star_prcell,True,True,True,True,Java,Java,Organization,Organization,50-199,50-199,0100-0499,0100-0499,196,183,237,160,112,101,,,4094,4168
FTE041,FCR-2992,OpenHFT/Chronicle-Threads,AGENTS.md,2025-10-20T08:36:41Z,agent_instruction_boundary,agent_instruction_boundary;verification_testing;process_requirement,SeaseLtd/rated-ranking-evaluator,3,0.664666,language_owner_star_prcell,True,True,True,True,Java,Java,Organization,Organization,50-199,50-199,0100-0499,0100-0499,196,195,237,196,112,67,,,4094,2916
FTE041,FCR-2992,OpenHFT/Chronicle-Threads,AGENTS.md,2025-10-20T08:36:41Z,agent_instruction_boundary,agent_instruction_boundary;verification_testing;process_requirement,ManyDesigns/Portofino,4,0.918992,language_owner_star_prcell,True,True,True,True,Java,Java,Organization,Organization,50-199,50-199,0100-0499,0100-0499,196,186,237,280,112,473,,,4094,4101
FTE041,FCR-2992,OpenHFT/Chronicle-Threads,AGENTS.md,2025-10-20T08:36:41Z,agent_instruction_boundary,agent_instruction_boundary;verification_testing;process_requirement,fnproject/docs,5,0.998812,language_owner_star_prcell,True,True,True,True,Java,Java,Organization,Organization,50-199,50-199,0100-0499,0100-0499,196,159,237,124,112,47,,,4094,2842
FTE042,FCR-0083,diggerhq/digger,CONTRIBUTING.md,2025-10-20T19:34:06Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,go-vikunja/vikunja,1,0.760957,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4932,4145,2020,1750,616,952,3.0,3.0,1172,2721
FTE042,FCR-0083,diggerhq/digger,CONTRIBUTING.md,2025-10-20T19:34:06Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,osrg/gobgp,2,1.381266,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4932,4046,2020,2605,616,801,3.0,3.0,1172,4257
FTE042,FCR-0083,diggerhq/digger,CONTRIBUTING.md,2025-10-20T19:34:06Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,the-open-agent/openagent,3,2.186605,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4932,4540,2020,1461,616,701,3.0,1.0,1172,2173
FTE042,FCR-0083,diggerhq/digger,CONTRIBUTING.md,2025-10-20T19:34:06Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,NVIDIA/nvidia-container-toolkit,4,2.263359,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4932,4306,2020,1092,616,667,3.0,5.0,1172,2370
FTE042,FCR-0083,diggerhq/digger,CONTRIBUTING.md,2025-10-20T19:34:06Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,vllm-project/semantic-router,5,3.237477,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4932,4092,2020,1251,616,613,3.0,6.0,1172,258
FTE043,FCR-0145,rizinorg/rizin,.github/PULL_REQUEST_TEMPLATE.md,2025-10-21T12:53:17Z,pr_template,disclosure;process_requirement;restriction_or_ban,microsoft/msquic,1,0.332915,language_owner,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3557,4688,4831,4453,1421,1064,7.0,7.0,2049,2389
FTE043,FCR-0145,rizinorg/rizin,.github/PULL_REQUEST_TEMPLATE.md,2025-10-21T12:53:17Z,pr_template,disclosure;process_requirement;restriction_or_ban,cilium/tetragon,2,1.180759,language_owner,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3557,4629,4831,4197,1421,752,7.0,8.0,2049,1510
FTE043,FCR-0145,rizinorg/rizin,.github/PULL_REQUEST_TEMPLATE.md,2025-10-21T12:53:17Z,pr_template,disclosure;process_requirement;restriction_or_ban,aws/s2n-tls,3,1.479768,language_owner,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3557,4716,4831,4239,1421,1610,7.0,6.0,2049,4336
FTE043,FCR-0145,rizinorg/rizin,.github/PULL_REQUEST_TEMPLATE.md,2025-10-21T12:53:17Z,pr_template,disclosure;process_requirement;restriction_or_ban,HDFGroup/hdf5,4,3.348774,language_owner,True,True,False,True,C,C,Organization,Organization,1000-4999,200-999,3000-9999,3000-9999,3557,931,4831,5115,1421,1227,7.0,8.0,2049,2208
FTE043,FCR-0145,rizinorg/rizin,.github/PULL_REQUEST_TEMPLATE.md,2025-10-21T12:53:17Z,pr_template,disclosure;process_requirement;restriction_or_ban,arkime/arkime,5,4.658672,language_owner,True,True,False,False,C,C,Organization,Organization,1000-4999,5000-inf,3000-9999,1000-2999,3557,7367,4831,2368,1421,1539,7.0,6.0,2049,5057
FTE044,FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,2025-10-23T12:10:37Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,dockur/macos,1,0.734973,language_owner_star_prcell,True,True,True,True,Shell,Shell,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,14997,19805,234,237,415,161,,,1041,708
FTE044,FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,2025-10-23T12:10:37Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,conda-forge/miniforge,2,0.739641,language_owner_star_prcell,True,True,True,True,Shell,Shell,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,14997,9748,234,323,415,498,,,1041,2370
FTE044,FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,2025-10-23T12:10:37Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,binpash/try,3,1.582111,language_owner_star_prcell,True,True,True,True,Shell,Shell,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,14997,5438,234,118,415,98,,,1041,1090
FTE044,FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,2025-10-23T12:10:37Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,kubernetes/examples,4,1.731325,language_owner_star_prcell,True,True,True,True,Shell,Shell,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,14997,6583,234,382,415,181,,,1041,3310
FTE044,FCR-0178,winapps-org/winapps,.github/CONTRIBUTING.md,2025-10-23T12:10:37Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban,ONLYOFFICE/DocumentServer,5,2.068012,language_owner_star_prcell,True,True,True,True,Shell,Shell,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,14997,6496,234,223,415,3165,,,1041,4328
FTE045,FCR-0158,streamyfin/streamyfin,.github/CONTRIBUTING.md,2025-10-24T07:55:07Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,jetkvm/kvm,1,0.243537,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4734,4611,747,754,789,610,,,649,585
FTE045,FCR-0158,streamyfin/streamyfin,.github/CONTRIBUTING.md,2025-10-24T07:55:07Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,cloudflare/agents,2,0.62344,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4734,4880,747,999,789,435,,,649,467
FTE045,FCR-0158,streamyfin/streamyfin,.github/CONTRIBUTING.md,2025-10-24T07:55:07Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,scriptscat/scriptcat,3,0.64735,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4734,4429,747,572,789,784,,,649,1951
FTE045,FCR-0158,streamyfin/streamyfin,.github/CONTRIBUTING.md,2025-10-24T07:55:07Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,autobase-tech/autobase,4,0.961578,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4734,4164,747,809,789,552,,,649,2533
FTE045,FCR-0158,streamyfin/streamyfin,.github/CONTRIBUTING.md,2025-10-24T07:55:07Z,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,MCSManager/MCSManager,5,1.211458,language_owner_star_prcell,True,True,True,True,TypeScript,TypeScript,Organization,Organization,1000-4999,1000-4999,0500-0999,0500-0999,4734,4718,747,628,789,1488,,,649,3102
FTE046,FCR-0308,neomutt/neomutt,docs/CONTRIBUTING.md,2025-11-04T14:21:31Z,contributing_guide,disclosure;human_responsibility,flatpak/flatpak,1,0.464936,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3713,4908,2257,2824,2331,3739,,,3794,3644
FTE046,FCR-0308,neomutt/neomutt,docs/CONTRIBUTING.md,2025-11-04T14:21:31Z,contributing_guide,disclosure;human_responsibility,RedisGraph/RedisGraph,2,2.221063,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3713,2041,2257,2031,2331,1207,,2.0,3794,3350
FTE046,FCR-0308,neomutt/neomutt,docs/CONTRIBUTING.md,2025-11-04T14:21:31Z,contributing_guide,disclosure;human_responsibility,geany/geany,3,3.26771,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3713,3595,2257,1790,2331,2443,,3.0,3794,5330
FTE046,FCR-0308,neomutt/neomutt,docs/CONTRIBUTING.md,2025-11-04T14:21:31Z,contributing_guide,disclosure;human_responsibility,ntop/nDPI,4,5.348342,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3713,4455,2257,2182,2331,978,,5.0,3794,4040
FTE046,FCR-0308,neomutt/neomutt,docs/CONTRIBUTING.md,2025-11-04T14:21:31Z,contributing_guide,disclosure;human_responsibility,kamailio/kamailio,5,7.44173,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,3713,2807,2257,2447,2331,2260,,7.0,3794,4534
FTE047,FCR-0213,lxc/incus-os,CONTRIBUTING.md,2025-11-05T00:08:46Z,contributing_guide,human_responsibility;restriction_or_ban,hookdeck/outpost,1,0.360405,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,0500-0999,0500-0999,948,959,711,632,361,240,,,627,628
FTE047,FCR-0213,lxc/incus-os,CONTRIBUTING.md,2025-11-05T00:08:46Z,contributing_guide,human_responsibility;restriction_or_ban,Notifiarr/notifiarr,2,0.687714,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,0500-0999,0500-0999,948,873,711,922,361,307,,,627,1974
FTE047,FCR-0213,lxc/incus-os,CONTRIBUTING.md,2025-11-05T00:08:46Z,contributing_guide,human_responsibility;restriction_or_ban,bluenviron/gortsplib,3,1.005223,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,0500-0999,0500-0999,948,909,711,779,361,220,,,627,2303
FTE047,FCR-0213,lxc/incus-os,CONTRIBUTING.md,2025-11-05T00:08:46Z,contributing_guide,human_responsibility;restriction_or_ban,hetznercloud/hcloud-cloud-controller-manager,4,1.523512,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,0500-0999,0500-0999,948,911,711,838,361,387,,1.0,627,3029
FTE047,FCR-0213,lxc/incus-os,CONTRIBUTING.md,2025-11-05T00:08:46Z,contributing_guide,human_responsibility;restriction_or_ban,keycloak/terraform-provider-keycloak,5,4.440321,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,0500-0999,0500-0999,948,920,711,881,361,676,,4.0,627,2809
FTE048,FCR-0340,sandboxie-plus/Sandboxie,SECURITY.md,2025-11-06T07:10:08Z,security_policy,restriction_or_ban,valkey-io/valkey,1,1.473039,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,18246,25673,1808,2396,2923,1007,8.0,9.0,2223,780
FTE048,FCR-0340,sandboxie-plus/Sandboxie,SECURITY.md,2025-11-06T07:10:08Z,security_policy,restriction_or_ban,sparklemotion/nokogiri,2,2.331458,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,18246,6251,1808,1427,2923,2056,8.0,7.0,2223,6510
FTE048,FCR-0340,sandboxie-plus/Sandboxie,SECURITY.md,2025-11-06T07:10:08Z,security_policy,restriction_or_ban,libuv/libuv,3,2.438881,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,18246,26811,1808,2870,2923,1892,8.0,6.0,2223,4545
FTE048,FCR-0340,sandboxie-plus/Sandboxie,SECURITY.md,2025-11-06T07:10:08Z,security_policy,restriction_or_ban,arkime/arkime,4,2.598361,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,18246,7367,1808,2368,2923,1539,8.0,6.0,2223,5057
FTE048,FCR-0340,sandboxie-plus/Sandboxie,SECURITY.md,2025-11-06T07:10:08Z,security_policy,restriction_or_ban,fontforge/fontforge,5,4.480309,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,18246,7700,1808,2324,2923,3255,8.0,4.0,2223,5020
FTE049,FCR-0313,danirod/cartero,docs/src/contributing.md,2025-11-10T03:15:00Z,contributing_guide,restriction_or_ban,rochacbruno/marmite,1,0.450818,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0100-0499,0100-0499,994,841,192,294,141,122,,,780,574
FTE049,FCR-0313,danirod/cartero,docs/src/contributing.md,2025-11-10T03:15:00Z,contributing_guide,restriction_or_ban,dj95/zjstatus,2,0.560112,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0100-0499,0100-0499,994,961,192,119,141,121,,,780,985
FTE049,FCR-0313,danirod/cartero,docs/src/contributing.md,2025-11-10T03:15:00Z,contributing_guide,restriction_or_ban,chenxiaolong/avbroot,3,0.699492,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0100-0499,0100-0499,994,882,192,353,141,202,,,780,1416
FTE049,FCR-0313,danirod/cartero,docs/src/contributing.md,2025-11-10T03:15:00Z,contributing_guide,restriction_or_ban,madeofpendletonwool/PinePods,4,0.989758,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0100-0499,0100-0499,994,859,192,396,141,396,,,780,1346
FTE049,FCR-0313,danirod/cartero,docs/src/contributing.md,2025-11-10T03:15:00Z,contributing_guide,restriction_or_ban,hahwul/jwt-hack,5,1.001409,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0100-0499,0100-0499,994,983,192,139,141,48,,,780,2139
FTE051,FCR-0115,kiali/kiali,CONTRIBUTING.md,2025-11-19T12:00:32Z,contributing_guide,disclosure;human_responsibility,ddev/ddev,1,0.244098,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3609,3588,5238,4708,4059,3458,,,3018,3386
FTE051,FCR-0115,kiali/kiali,CONTRIBUTING.md,2025-11-19T12:00:32Z,contributing_guide,disclosure;human_responsibility,kubernetes-sigs/cluster-api,2,0.770662,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3609,4200,5238,9769,4059,3748,,,3018,2987
FTE051,FCR-0115,kiali/kiali,CONTRIBUTING.md,2025-11-19T12:00:32Z,contributing_guide,disclosure;human_responsibility,googleapis/google-cloud-go,3,0.941784,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3609,4447,5238,8647,4059,5800,,,3018,4385
FTE051,FCR-0115,kiali/kiali,CONTRIBUTING.md,2025-11-19T12:00:32Z,contributing_guide,disclosure;human_responsibility,Velocidex/velociraptor,4,1.320801,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3609,3944,5238,3255,4059,1479,,1.0,3018,2970
FTE051,FCR-0115,kiali/kiali,CONTRIBUTING.md,2025-11-19T12:00:32Z,contributing_guide,disclosure;human_responsibility,DNSControl/dnscontrol,5,5.387318,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,3000-9999,3000-9999,3609,3819,5238,3053,4059,1102,,5.0,3018,3541
FTE052,FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,2025-11-19T15:03:55Z,pr_template,human_responsibility;process_requirement;restriction_or_ban,toddrob99/MLB-StatsAPI,1,0.362533,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,200-999,200-999,0000-0099,0000-0099,737,790,60,54,139,114,,,1835,2578
FTE052,FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,2025-11-19T15:03:55Z,pr_template,human_responsibility;process_requirement;restriction_or_ban,8go/matrix-commander,2,0.367133,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,200-999,200-999,0000-0099,0000-0099,737,731,60,72,139,127,,,1835,2113
FTE052,FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,2025-11-19T15:03:55Z,pr_template,human_responsibility;process_requirement;restriction_or_ban,OpenSourceAP/CrossSection,3,0.420432,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,200-999,200-999,0000-0099,0000-0099,737,962,60,60,139,146,,0.0,1835,2194
FTE052,FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,2025-11-19T15:03:55Z,pr_template,human_responsibility;process_requirement;restriction_or_ban,OverLordGoldDragon/ssqueezepy,4,0.42752,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,200-999,200-999,0000-0099,0000-0099,737,789,60,50,139,84,,,1835,2294
FTE052,FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,2025-11-19T15:03:55Z,pr_template,human_responsibility;process_requirement;restriction_or_ban,TheCommsChannel/TC2-BBS-mesh,5,0.541036,language_owner_star_prcell,True,True,True,True,Python,Python,User,User,200-999,200-999,0000-0099,0000-0099,737,711,60,51,139,113,,,1835,685
FTE054,FCR-0109,jank-lang/jank,CONTRIBUTING.md,2025-11-27T23:37:34Z,contributing_guide,human_responsibility;restriction_or_ban,projectM-visualizer/projectm,1,0.718999,language_owner_star_prcell,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,0100-0499,0100-0499,3198,4206,402,492,316,412,,,4331,4655
FTE054,FCR-0109,jank-lang/jank,CONTRIBUTING.md,2025-11-27T23:37:34Z,contributing_guide,human_responsibility;restriction_or_ban,windirstat/windirstat,2,0.902924,language_owner_star_prcell,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,0100-0499,0100-0499,3198,3185,402,170,316,306,,,4331,3689
FTE054,FCR-0109,jank-lang/jank,CONTRIBUTING.md,2025-11-27T23:37:34Z,contributing_guide,human_responsibility;restriction_or_ban,rime/librime,3,1.041638,language_owner_star_prcell,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,0100-0499,0100-0499,3198,4355,402,493,316,642,,,4331,5165
FTE054,FCR-0109,jank-lang/jank,CONTRIBUTING.md,2025-11-27T23:37:34Z,contributing_guide,human_responsibility;restriction_or_ban,strawberrymusicplayer/strawberry,4,1.079374,language_owner_star_prcell,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,0100-0499,0100-0499,3198,3703,402,455,316,1481,,,4331,4151
FTE054,FCR-0109,jank-lang/jank,CONTRIBUTING.md,2025-11-27T23:37:34Z,contributing_guide,human_responsibility;restriction_or_ban,BehaviorTree/BehaviorTree.CPP,5,1.224763,language_owner_star_prcell,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,0100-0499,0100-0499,3198,4003,402,419,316,640,,,4331,2764
FTE055,FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,2025-11-29T15:45:58Z,contributing_guide,restriction_or_ban,tinyproxy/tinyproxy,1,1.7652,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,8457,5822,233,158,300,437,4.0,3.0,801,3808
FTE055,FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,2025-11-29T15:45:58Z,contributing_guide,restriction_or_ban,Zelda64Recomp/Zelda64Recomp,2,2.158542,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,8457,6968,233,207,300,485,4.0,2.0,801,931
FTE055,FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,2025-11-29T15:45:58Z,contributing_guide,restriction_or_ban,palera1n/palera1n,3,2.171711,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,8457,6187,233,210,300,476,4.0,2.0,801,1332
FTE055,FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,2025-11-29T15:45:58Z,contributing_guide,restriction_or_ban,zmap/zmap,4,2.188114,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,8457,6181,233,424,300,516,4.0,3.0,801,4856
FTE055,FCR-0191,Next-Flip/Momentum-Firmware,CONTRIBUTING.md,2025-11-29T15:45:58Z,contributing_guide,restriction_or_ban,containers/bubblewrap,5,2.524754,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,0100-0499,0100-0499,8457,7030,233,367,300,379,4.0,2.0,801,3737
FTE056,FCR-0101,htop-dev/htop,CONTRIBUTING.md,2025-12-01T07:04:59Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,FreeRTOS/FreeRTOS,1,1.364755,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,8041,7284,1161,1285,816,116,5.0,5.0,2093,2442
FTE056,FCR-0101,htop-dev/htop,CONTRIBUTING.md,2025-12-01T07:04:59Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,arkime/arkime,2,1.870207,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,8041,7367,1161,2368,816,1539,5.0,6.0,2093,5057
FTE056,FCR-0101,htop-dev/htop,CONTRIBUTING.md,2025-12-01T07:04:59Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,fontforge/fontforge,3,1.98763,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,8041,7700,1161,2324,816,3255,5.0,4.0,2093,5020
FTE056,FCR-0101,htop-dev/htop,CONTRIBUTING.md,2025-12-01T07:04:59Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,espeak-ng/espeak-ng,4,2.283467,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,8041,6422,1161,1192,816,1114,5.0,3.0,2093,3807
FTE056,FCR-0101,htop-dev/htop,CONTRIBUTING.md,2025-12-01T07:04:59Z,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,valkey-io/valkey,5,4.429848,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,8041,25673,1161,2396,816,1007,5.0,9.0,2093,780
FTE057,FCR-0239,Textualize/rich,.github/pull_request_template.md,2025-12-02T10:18:00Z,pr_template,disclosure;maintainer_review_discretion;process_requirement,psf/black,1,0.678551,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,56284,41490,1456,2231,1497,2792,,,2374,2980
FTE057,FCR-0239,Textualize/rich,.github/pull_request_template.md,2025-12-02T10:18:00Z,pr_template,disclosure;maintainer_review_discretion;process_requirement,lm-sys/FastChat,2,0.734254,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,56284,39466,1456,1264,1497,1948,,,2374,1149
FTE057,FCR-0239,Textualize/rich,.github/pull_request_template.md,2025-12-02T10:18:00Z,pr_template,disclosure;maintainer_review_discretion;process_requirement,recommenders-team/recommenders,3,0.835133,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,56284,21675,1456,1394,1497,901,,,2374,2791
FTE057,FCR-0239,Textualize/rich,.github/pull_request_template.md,2025-12-02T10:18:00Z,pr_template,disclosure;maintainer_review_discretion;process_requirement,Genesis-Embodied-AI/genesis-world,4,0.851845,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,56284,28711,1456,1453,1497,1008,,,2374,923
FTE057,FCR-0239,Textualize/rich,.github/pull_request_template.md,2025-12-02T10:18:00Z,pr_template,disclosure;maintainer_review_discretion;process_requirement,Chainlit/chainlit,5,1.284008,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,56284,12058,1456,1354,1497,1555,,,2374,1154
FTE058,FCR-0269,talwat/lowfi,CONTRIBUTING.md,2025-12-06T16:28:11Z,contributing_guide,restriction_or_ban;maintainer_review_discretion,bugzmanov/bookokrat,1,0.278105,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0000-0099,0000-0099,883,827,52,55,69,95,,,595,195
FTE058,FCR-0269,talwat/lowfi,CONTRIBUTING.md,2025-12-06T16:28:11Z,contributing_guide,restriction_or_ban;maintainer_review_discretion,LGUG2Z/whkd,2,0.38989,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0000-0099,0000-0099,883,883,52,64,69,60,,,595,1207
FTE058,FCR-0269,talwat/lowfi,CONTRIBUTING.md,2025-12-06T16:28:11Z,contributing_guide,restriction_or_ban;maintainer_review_discretion,sirwart/ripsecrets,3,0.717294,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0000-0099,0000-0099,883,901,52,82,69,37,,,595,1486
FTE058,FCR-0269,talwat/lowfi,CONTRIBUTING.md,2025-12-06T16:28:11Z,contributing_guide,restriction_or_ban;maintainer_review_discretion,matsadler/magnus,4,0.802412,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0000-0099,0000-0099,883,875,52,94,69,87,,,595,1821
FTE058,FCR-0269,talwat/lowfi,CONTRIBUTING.md,2025-12-06T16:28:11Z,contributing_guide,restriction_or_ban;maintainer_review_discretion,deniz-blue/mcman,5,0.909096,language_owner_star_prcell,True,True,True,True,Rust,Rust,User,User,200-999,200-999,0000-0099,0000-0099,883,305,52,72,69,71,,,595,1089
