review_id,repo,file_path,carrier,scope,components,orientation,component_evidence_json,rule_summary,source_url,linked_policy_urls
FCR-0077,cerbos/cerbos,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,disclosure;human_responsibility,conditional_acceptance_accountability,"{""disclosure"": ""If you are using any kind of AI assistance while contributing to Cerbos, this must be disclosed in the pull request."", ""human_responsibility"": ""When using AI assistance, we expect contributors to understand the code that is produced and be able to answer critical questions about it.""}","AI-assisted contributions must be disclosed, and contributors are expected to understand and take responsibility for the AI-generated code.",https://raw.githubusercontent.com/cerbos/cerbos/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/ghostty-org/ghostty/1efde5caba2d9f1fbd3e3f1a100f341feca095b4/CONTRIBUTING.md
FCR-0079,checkpoint-restore/criu,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,authorship_or_provenance;human_responsibility,conditional_acceptance_accountability,"{""authorship_or_provenance"": ""The `Assisted-by` tag should be placed after the commit message body and before the `Signed-off-by` line."", ""human_responsibility"": ""The submitter is responsible for reviewing all AI-generated code and ensuring its correctness and license compliance.""}","AI-assisted contributions require an 'Assisted-by' tag for attribution, and contributors must review and ensure the correctness of AI-generated code.",https://raw.githubusercontent.com/checkpoint-restore/criu/HEAD/CONTRIBUTING.md,
FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,pr_template,pull_request_or_patch,disclosure;process_requirement,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""If generative AI tooling has been used in the process of authoring this PR, please change below checkbox to `[X]` followed by the name of the tool."", ""process_requirement"": ""The PR template includes a checkbox to disclose AI tooling used in the contribution process.""}",The PR template requires contributors to disclose the use of generative AI tools via a checkbox.,https://raw.githubusercontent.com/commitizen-tools/commitizen/HEAD/.github/pull_request_template.md,
FCR-0082,dedalus-labs/wingman,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,disclosure;human_responsibility,conditional_acceptance_accountability,"{""disclosure"": ""If you use AI tools (Copilot, Claude, Cursor), mention it in your PR."", ""human_responsibility"": ""You must understand code you submit.""}",Contributors must disclose the use of AI tools in their PRs and ensure they understand the submitted code.,https://raw.githubusercontent.com/dedalus-labs/wingman/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/dedalus-labs/wingman/HEAD/SECURITY.md
FCR-0083,diggerhq/digger,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,"{""disclosure"": ""If you are using **any kind of AI assistance** to contribute to Digger, it must be disclosed in the pull request."", ""human_responsibility"": ""When using AI assistance, we expect contributors to understand the code that is produced and be able to answer critical questions about it."", ""model_tool_usage_detail"": ""If you are using any kind of AI assistance while contributing to Digger, **this must be disclosed in the pull request**, along with the extent to which AI assistance was used (e.g. docs only vs. code generation).""}","Contributors must disclose AI assistance, specify the extent of AI involvement, and ensure they understand the AI-generated content.",https://raw.githubusercontent.com/diggerhq/digger/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/ghostty-org/ghostty/main/CONTRIBUTING.md
FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,"{""disclosure"": ""All AI usage in any form must be disclosed."", ""human_responsibility"": ""The human-in-the-loop must fully understand all code. If you can't explain what your changes do and how they interact with the greater system without the aid of AI tools, do not contribute to this project."", ""model_tool_usage_detail"": ""You must state the tool you used (e.g. Claude Code, Cursor, Amp) along with the extent that the work was AI-assisted.""}","Contributors must disclose AI usage, specify the tool and extent of assistance, and ensure full understanding of the AI-generated content.",https://raw.githubusercontent.com/dlvhdr/gh-dash/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/dlvhdr/gh-dash/f9754660bceb0f57ee6240b01f824d0e8e27757d/AI_POLICY.md;https://raw.githubusercontent.com/dlvhdr/gh-dash/HEAD/AI_POLICY.md
FCR-0086,dubzzz/fast-check,.github/PULL_REQUEST_TEMPLATE.md,pr_template,pull_request_or_patch,human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,"{""human_responsibility"": ""I have a full understanding of every line in this PR — whether the code was hand-written, AI-generated, copied from external sources or produced by any other tool."", ""process_requirement"": ""Checklist item in PR template requires contributors to confirm understanding of all code, including AI-generated content.""}","PR template requires contributors to confirm understanding of all code, including AI-generated content, as part of the submission process.",https://raw.githubusercontent.com/dubzzz/fast-check/HEAD/.github/PULL_REQUEST_TEMPLATE.md,https://raw.githubusercontent.com/dubzzz/fast-check/main/CONTRIBUTING.md
FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,"{""authorship_or_provenance"": ""For commit messages, use the `Assisted-by` trailer (see below for the required format)."", ""disclosure"": ""If you use AI tools (such as GitHub Copilot, Claude, Cursor, etc.) while contributing, you must disclose this in your pull request description and/or commit messages."", ""human_responsibility"": ""AI must not create hypothetically correct code that hasn't been tested. Importantly, you must not allow AI to write code for platforms or environments you don't have access to manually test on."", ""model_tool_usage_detail"": ""You must state the tool you used (e.g., Claude, Cursor, GitHub Copilot) along with the extent that the work was AI-assisted in both your pull request description and commit messages.""}","Contributors must disclose AI usage, specify the tool and extent of assistance, ensure human verification, and use the `Assisted-by` trailer in commit messages.",https://raw.githubusercontent.com/fedify-dev/fedify/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/fedify-dev/fedify/HEAD/AI_POLICY.md
FCR-0091,fluxcd/flux2,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,"{""authorship_or_provenance"": ""AI Agents **must not** add `Signed-off-by` or `Co-authored-by` tags to the commit message. Only humans can legally certify the Developer Certificate of Origin."", ""disclosure"": ""You should disclose the use of AI Agents in the description of your PR and in the commit message using the `Assisted-by: AGENT_NAME/LLM_VERSION` tag."", ""human_responsibility"": ""Using AI Agents to help write your PR is acceptable, but as the author, you are responsible for understanding the code and the documentation you submit.""}","Contributors must disclose AI usage, ensure understanding of AI-generated content, and use the `Assisted-by` tag for attribution while avoiding automated `Signed-off-by` or `Co-authored-by` tags.",https://raw.githubusercontent.com/fluxcd/flux2/HEAD/CONTRIBUTING.md,
FCR-0092,fluxerapp/fluxer,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,disclosure;human_responsibility,conditional_acceptance_accountability,"{""disclosure"": ""Please disclose any LLM usage in your contribution."", ""human_responsibility"": ""You should understand every change in your PR well enough to explain and defend it during review.""}",Contributors must disclose LLM usage and ensure they understand and can explain their contributions.,https://raw.githubusercontent.com/fluxerapp/fluxer/HEAD/CONTRIBUTING.md,
FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch;security_report,authorship_or_provenance;restriction_or_ban;security_reporting,exclusionary_gatekeeping;security_risk_control,"{""authorship_or_provenance"": ""We don't accept PRs attributed to agents. Agents or bots may coauthor commits, though."", ""restriction_or_ban"": ""We don't accept PRs attributed to agents."", ""security_reporting"": ""Security vulnerability reports by agents should always be reported privately and mention the original (human) poster.""}","PRs attributed to agents are not accepted, but coauthorship is allowed. Security reports by agents must be private and reference a human poster.",https://raw.githubusercontent.com/go-swagger/go-swagger/HEAD/.github/CONTRIBUTING.md,https://raw.githubusercontent.com/go-swagger/go-swagger/HEAD/SECURITY.md
FCR-0096,gpac/gpac,.github/ISSUE_TEMPLATE/bug_report.md,issue_template,issue_or_bug_report;security_report,disclosure;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption;security_risk_control,"{""disclosure"": ""If your findings or reports were generated by AI please disclose it."", ""verification_testing"": ""Make sure that the code and commands provided can actually be run.""}","AI-generated issue reports must be disclosed, and contributors must ensure reproducibility of provided code and commands.",https://raw.githubusercontent.com/gpac/gpac/HEAD/.github/ISSUE_TEMPLATE/bug_report.md,https://raw.githubusercontent.com/gpac/gpac/master/SECURITY.md
FCR-0101,htop-dev/htop,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,"{""authorship_or_provenance"": ""Use of `Co-authored-by:` clauses is highly recommended."", ""disclosure"": ""To assist the maintainers please always acknowledge any use of AI tools as part of your work."", ""human_responsibility"": ""Please ensure you review and understand any changes made by tools you use before opening pull requests.""}","Contributors must disclose AI tool usage, review and understand AI-assisted changes, and use co-authorship clauses where applicable.",https://raw.githubusercontent.com/htop-dev/htop/HEAD/CONTRIBUTING.md,
FCR-0102,huntabyte/shadcn-svelte,CONTRIBUTING.md,contributing_guide,issue_or_bug_report;pull_request_or_patch,restriction_or_ban,exclusionary_gatekeeping,"{""restriction_or_ban"": ""We ask that when creating an issue, and writing PR descriptions you refrain from using AI to generate the content.""}",AI-generated content is restricted for issue creation and PR descriptions.,https://raw.githubusercontent.com/huntabyte/shadcn-svelte/HEAD/CONTRIBUTING.md,
FCR-0103,hynek/prometheus-async,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""authorship_or_provenance"": ""Contributors must unequivocally own the copyright for all changes and certify authorship."", ""disclosure"": ""Contributions must disclose AI assistance, e.g., 'Created with help by Claude Opus 4.5'."", ""human_responsibility"": ""Contributors must understand the code and accept full responsibility for it."", ""restriction_or_ban"": ""Purely AI-generated pull requests ('vibe-coded') cannot be accepted; no unsupervised agentic tools like OpenClaw.""}","AI-assisted contributions must disclose AI use, ensure human responsibility, certify authorship, and avoid purely AI-generated or unsupervised agentic tools.",https://raw.githubusercontent.com/hynek/prometheus-async/HEAD/.github/CONTRIBUTING.md,https://raw.githubusercontent.com/hynek/prometheus-async/main/.github/CODE_OF_CONDUCT.md;https://raw.githubusercontent.com/hynek/prometheus-async/4a6d94796934eba35ac043ed68ad8219e98b5d98/.github/AI_POLICY.md;https://raw.githubusercontent.com/hynek/prometheus-async/HEAD/.github/AI_POLICY.md
FCR-0104,hynek/structlog,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""authorship_or_provenance"": ""Contributors must unequivocally own the copyright for all changes and certify authorship."", ""disclosure"": ""Contributions must disclose AI assistance, e.g., 'Created with help by Claude Opus 4.5'."", ""human_responsibility"": ""Contributors must understand the code and accept full responsibility for it."", ""restriction_or_ban"": ""Purely AI-generated pull requests ('vibe-coded') cannot be accepted; no unsupervised agentic tools like OpenClaw.""}","AI-assisted contributions must disclose AI use, ensure human responsibility, certify authorship, and avoid purely AI-generated or unsupervised agentic tools.",https://raw.githubusercontent.com/hynek/structlog/main/.github/CONTRIBUTING.md,https://raw.githubusercontent.com/hynek/structlog/HEAD/.github/SECURITY.md;https://raw.githubusercontent.com/hynek/structlog/HEAD/.github/AI_POLICY.md
FCR-0105,i3/i3,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""authorship_or_provenance"": ""Contributors must certify authorship and ensure the contribution can be offered under the BSD-3-Clause license."", ""disclosure"": ""Contributions must disclose AI assistance, e.g., 'Created with help by Claude Opus 4.5'."", ""human_responsibility"": ""Contributors must review and understand the code they are submitting."", ""restriction_or_ban"": ""Purely AI-generated pull requests ('vibe-coded') cannot be accepted; impolite to send an LLM’s writing ('slop' issues).""}","AI-assisted contributions must disclose AI use, ensure human responsibility, certify authorship, and avoid purely AI-generated or low-quality submissions.",https://raw.githubusercontent.com/i3/i3/HEAD/.github/CONTRIBUTING.md,
FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,pr_template,pull_request_or_patch,human_responsibility;process_requirement;restriction_or_ban,conditional_acceptance_accountability;process_template_absorption,"{""human_responsibility"": ""Contributors are asked to proof-read all content carefully before submitting."", ""restriction_or_ban"": ""Long PRs containing a lot of AI-generated content are complex and time-consuming to review.""}",Contributors must proof-read submissions carefully and avoid submitting long PRs with excessive AI-generated content.,https://raw.githubusercontent.com/ideoforms/AbletonOSC/master/.github/pull_request_template.md,https://raw.githubusercontent.com/ideoforms/AbletonOSC/HEAD/CONTRIBUTING.md
FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,pr_template,pull_request_or_patch,disclosure;human_responsibility;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""Contributors must explicitly state if LLMs were used in the PR."", ""human_responsibility"": ""Contributors must review and verify any LLM-generated code included in the PR."", ""verification_testing"": ""Contributors must ensure all tests pass and address raised Copilot issues.""}","Contributors must disclose LLM use, review and verify AI-generated code, and ensure all tests pass.",https://raw.githubusercontent.com/intelowlproject/IntelOwl/HEAD/.github/pull_request_template.md,https://raw.githubusercontent.com/intelowlproject/docs/main/docs/IntelOwl/usage.md;https://raw.githubusercontent.com/intelowlproject/docs/main/docs/IntelOwl/advanced_usage.md
FCR-0109,jank-lang/jank,CONTRIBUTING.md,contributing_guide,general_contribution,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,"{""human_responsibility"": ""As a jank contributor, you are responsible and accountable for your contributions. Contributing to jank means vouching for the quality, license compliance, and utility of your submission."", ""restriction_or_ban"": ""All external contributions must exclusively be created by humans. Content, including code and copy, generated by a large language model or similar technology will not be accepted.""}","External contributions must be human-created, with contributors accountable for quality and compliance.",https://raw.githubusercontent.com/jank-lang/jank/HEAD/CONTRIBUTING.md,
FCR-0112,joshuadavidthomas/django-language-server,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,human_responsibility;verification_testing;maintainer_review_discretion,conditional_acceptance_accountability,"{""agent_instruction_boundary"": ""The project includes an [`AGENTS.md`](AGENTS.md) file with guidelines for AI coding agents. If you're using an AI tool that supports it, point it there."", ""human_responsibility"": ""If you submit it, you own it. 'The AI wrote it' is not an explanation."", ""verification_testing"": ""Test your work. Don't submit code you haven't verified.""}","Contributors must own and verify AI-assisted work, with optional agent-specific guidelines.",https://raw.githubusercontent.com/joshuadavidthomas/django-language-server/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/joshuadavidthomas/django-language-server/HEAD/AGENTS.md
FCR-0113,karol-broda/snitch,.github/PULL_REQUEST_TEMPLATE.md,pr_template,pull_request_or_patch,disclosure;process_requirement,process_template_absorption,"{""disclosure"": ""AI Disclosure section requires selecting one of the options: 'no AI assistance used', 'AI-assisted', or 'AI-generated'."", ""process_requirement"": ""The AI Disclosure section is embedded in the PR template, requiring contributors to select an AI usage option.""}",PR template requires AI usage disclosure through structured options.,https://raw.githubusercontent.com/karol-broda/snitch/HEAD/.github/PULL_REQUEST_TEMPLATE.md,
FCR-0115,kiali/kiali,CONTRIBUTING.md,contributing_guide,general_contribution,disclosure;human_responsibility,conditional_acceptance_accountability,"{""disclosure"": ""If you use AI tools (such as GitHub Copilot, ChatGPT, Claude, Cursor, or similar) to assist with your contributions, please review the [AI Policy](./AI_POLICY.md) for guidelines on responsible use, disclosure requirements, and quality standards."", ""human_responsibility"": ""Contributors remain fully responsible for the quality, security, and correctness of submitted code, regardless of how it was created.""}","AI-assisted contributions require disclosure and adherence to quality standards, with contributors fully responsible.",https://raw.githubusercontent.com/kiali/kiali/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/kiali/kiali/ad210d7fd2a4b819e6ceae5f9a744847c4dcc7b2/AI_POLICY.md;https://raw.githubusercontent.com/kiali/kiali/HEAD/AI_POLICY.md
FCR-0116,kornia/kornia,.github/pull_request_template.md,pr_template,pull_request_or_patch,disclosure;human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""AI Usage Disclosure section requires selecting one of the options: 'No AI used', 'AI-assisted', or 'AI-generated'."", ""human_responsibility"": ""I have performed a self-review of my code (no 'ghost' variables or hallucinations)."", ""process_requirement"": ""The AI Usage Disclosure section is embedded in the PR template, requiring contributors to select an AI usage option.""}","PR template requires AI usage disclosure, self-review, and responsibility for AI-assisted contributions.",https://raw.githubusercontent.com/kornia/kornia/HEAD/.github/pull_request_template.md,
FCR-0119,letta-ai/letta,.github/ISSUE_TEMPLATE/bug_report.yml,issue_template,issue_or_bug_report,disclosure;human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""We require all issue authors to disclose AI usage per our [AI Policy](https://github.com/letta-ai/letta/blob/main/AI_POLICY.md)."", ""human_responsibility"": ""This issue was written with AI assistance (e.g. Copilot, ChatGPT, Claude) and **reviewed and edited by a human**."", ""process_requirement"": ""The AI disclosure is embedded in the issue template as a required checkbox field.""}","Issue template requires AI usage disclosure, human review of AI-assisted content, and a verification phrase to confirm compliance with the AI policy.",https://raw.githubusercontent.com/letta-ai/letta/HEAD/.github/ISSUE_TEMPLATE/bug_report.yml,https://raw.githubusercontent.com/letta-ai/letta/main/AI_POLICY.md
FCR-0121,lrstanley/bubblezone,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch,authorship_or_provenance;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""authorship_or_provenance"": ""AI Agents MUST NOT add `Signed-off-by` tags to commits. Only humans can legally certify the [Developer Certificate of Origin][dco]."", ""human_responsibility"": ""The human submitter is responsible for: Reviewing all AI-generated code, ensuring compliance with licensing requirements, and taking full responsibility for the contribution."", ""restriction_or_ban"": ""AI Agents MUST NOT add `Signed-off-by` tags to commits.""}","Contributing guide prohibits AI agents from adding DCO tags and requires human review, compliance with licensing, and responsibility for AI-generated contributions.",https://raw.githubusercontent.com/lrstanley/bubblezone/HEAD/.github/CONTRIBUTING.md,https://github.com/lrstanley/bubblezone/security/policy
FCR-0124,mcpjungle/MCPJungle,.github/pull_request_template.md,pr_template,pull_request_or_patch,human_responsibility;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption,"{""human_responsibility"": ""Any AI-generated code in this PR was reviewed by a human author."", ""process_requirement"": ""Pre-Agreement Checklist includes a required checkbox for human review of AI-generated code."", ""verification_testing"": ""`go test ./...` passes locally. `scripts/test-mcpjungle.sh` passes locally.""}","PR template requires human review of AI-generated code, passing tests, and adherence to a pre-submission checklist.",https://raw.githubusercontent.com/mcpjungle/MCPJungle/HEAD/.github/pull_request_template.md,
FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""disclosure"": ""If you do use LLMs as part of your workflow, **you must explicitly disclose it**."", ""human_responsibility"": ""Do not submit a PR you haven't personally tested; inability to explain your code is grounds for immediate rejection of the PR."", ""restriction_or_ban"": ""We don't allow blindly using AI tools in code contributions or communications, and discourage it in most cases.""}","Contributing guide requires disclosure of LLM use, human testing and understanding of code, and discourages blind use of AI tools.",https://raw.githubusercontent.com/metabrainz/listenbrainz-server/HEAD/.github/CONTRIBUTING.md,https://raw.githubusercontent.com/metabrainz/guidelines/master/GitHub.md;https://raw.githubusercontent.com/metabrainz/guidelines/master/Jira.md;https://raw.githubusercontent.com/metabrainz/guidelines/master/Python.md
FCR-0126,mgba-emu/mgba,CONTRIBUTING.md,contributing_guide,pull_request_or_patch,restriction_or_ban,exclusionary_gatekeeping,"{""restriction_or_ban"": ""**WE DO NOT ACCEPT AI-GENERATED CODE. IF YOUR CODE IS GENERATED BY AI, YOUR PULL REQUEST WILL BE SUMMARILY CLOSED.**""}",Contributing guide explicitly bans AI-generated code and states that such PRs will be summarily closed.,https://raw.githubusercontent.com/mgba-emu/mgba/HEAD/CONTRIBUTING.md,
FCR-0127,micropython/micropython,.github/pull_request_template.md,pr_template,pull_request_or_patch,disclosure;human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""We require everyone to answer this question. If you delete this section or ignore it then your PR may be closed."", ""human_responsibility"": ""I used generative AI tools when creating this PR, but a human has checked the code and is responsible for the code and the description above."", ""process_requirement"": ""Generative AI section embedded in the PR template requiring contributors to answer specific questions.""}","PR template requires disclosure of AI use, human responsibility for AI-assisted contributions, and adherence to the template.",https://raw.githubusercontent.com/micropython/micropython/HEAD/.github/pull_request_template.md,
FCR-0130,mne-tools/mne-python,.github/PULL_REQUEST_TEMPLATE.md,pr_template,pull_request_or_patch,disclosure;human_responsibility;maintainer_review_discretion;model_tool_usage_detail;process_requirement;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping;process_template_absorption,"{""disclosure"": ""If you used AI tools, state so in your PR description and disclose the tools you have used, and the manner and scope of their assistance."", ""human_responsibility"": ""Review all code or documentation changes assisted by AI tools and make sure you understand all changes and can explain them on request."", ""maintainer_review_discretion"": ""Maintainers reserve the right, at their sole discretion, to close such submissions and to block any account responsible for them."", ""model_tool_usage_detail"": ""Here are some examples of what we expect for 'tool, manner, and scope' disclosure."", ""process_requirement"": ""PR template explicitly requires disclosure of AI use and adherence to the policy."", ""restriction_or_ban"": ""You may not submit issues or pull requests generated by fully-automated tools.""}","PR template enforces AI use disclosure, tool details, human responsibility, bans fully automated submissions, and grants maintainers discretion.",https://raw.githubusercontent.com/mne-tools/mne-python/HEAD/.github/PULL_REQUEST_TEMPLATE.md,https://raw.githubusercontent.com/mne-tools/mne-python/main/CONTRIBUTING.md
FCR-0131,mongodb/mongo-python-driver,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""disclosure"": ""If you used AI assistance in any way during your contribution, please disclose what the AI assistant was used for in your PR description."", ""human_responsibility"": ""Full understanding of every line of code you submit; ability to explain and defend your implementation choices."", ""restriction_or_ban"": ""We only accept pull requests that are authored and submitted by human contributors who fully understand the changes they are proposing.""}","Contributing guide requires AI use disclosure, human responsibility for contributions, and bans fully AI-generated submissions.",https://raw.githubusercontent.com/mongodb/mongo-python-driver/HEAD/CONTRIBUTING.md,
FCR-0132,nothings/stb,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;issue_or_bug_report,restriction_or_ban,exclusionary_gatekeeping,"{""restriction_or_ban"": ""This project doesn't accept code or documentation generated by LLMs or any other forms of generative AI.""}","Contributing guide explicitly bans AI-generated code, documentation, and issues.",https://raw.githubusercontent.com/nothings/stb/HEAD/CONTRIBUTING.md,
FCR-0133,ohmybash/oh-my-bash,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;documentation_or_translation,disclosure;human_responsibility,conditional_acceptance_accountability,"{""disclosure"": ""Do not submit AI-generated codes/documentation unless you understand both the generated codes/documentation and the related existing codebase."", ""human_responsibility"": ""You are required to be responsible for requests to the changes and reports of the issues for the submitted codes/documentation.""}",Contributing guide requires understanding and responsibility for AI-generated contributions and mandates disclosure.,https://raw.githubusercontent.com/ohmybash/oh-my-bash/HEAD/CONTRIBUTING.md,
FCR-0134,openwallet-foundation/bifold-wallet,CONTRIBUTING,contributing_guide,pull_request_or_patch;general_contribution,human_responsibility;restriction_or_ban;verification_testing,conditional_acceptance_accountability,"{""human_responsibility"": ""Every pull request must have a human owner who is accountable for the changes. This means a real person must be responsible for reviewing, understanding, and standing behind the work in the PR — even if parts of the contribution were generated with the help of AI tools."", ""restriction_or_ban"": ""Automated or bot-generated pull requests without a human owner will not be merged."", ""verification_testing"": ""Before submitting a pull request, please ensure you have added or updated tests as appropriate, and that all existing tests still pass with your changes.""}","Pull requests must have a human owner accountable for the changes, with bot-generated PRs disallowed, and all changes must pass tests.",https://raw.githubusercontent.com/openwallet-foundation/bifold-wallet/HEAD/CONTRIBUTING,
FCR-0135,ory/hydra,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;issue_or_bug_report;documentation_or_translation,disclosure;model_tool_usage_detail;restriction_or_ban;verification_testing,conditional_acceptance_accountability,"{""disclosure"": ""When submitting a pull request or issue that involved AI assistance, mention the tools you used and the extent of their involvement."", ""model_tool_usage_detail"": ""Mention the tools you used and the extent of their involvement."", ""restriction_or_ban"": ""Unreviewed AI-generated code will not be accepted, and repeated submissions of this nature may result in restricted contribution privileges."", ""verification_testing"": ""All contributions must be tested and verified before submission. Unreviewed AI-generated code will not be accepted.""}","AI-assisted contributions must disclose tools and involvement, be tested and verified, and unreviewed AI-generated code is not accepted.",https://raw.githubusercontent.com/ory/hydra/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/ory/meta/master/templates/repository/common/CONTRIBUTING.md
FCR-0136,ory/oathkeeper,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;issue_or_bug_report;documentation_or_translation,disclosure;model_tool_usage_detail;restriction_or_ban;verification_testing,conditional_acceptance_accountability,"{""disclosure"": ""When submitting a pull request or issue that involved AI assistance, mention the tools you used and the extent of their involvement."", ""model_tool_usage_detail"": ""Mention the tools you used and the extent of their involvement."", ""restriction_or_ban"": ""Unreviewed AI-generated code will not be accepted, and repeated submissions of this nature may result in restricted contribution privileges."", ""verification_testing"": ""All contributions must be tested and verified before submission. Unreviewed AI-generated code will not be accepted.""}","AI-assisted contributions must disclose tools and involvement, be tested and verified, and unreviewed AI-generated code is not accepted.",https://raw.githubusercontent.com/ory/oathkeeper/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/ory/meta/master/templates/repository/common/CONTRIBUTING.md
FCR-0137,osm-search/Nominatim,.github/PULL_REQUEST_TEMPLATE.md,pr_template,pull_request_or_patch,disclosure;process_requirement;restriction_or_ban;verification_testing,conditional_acceptance_accountability;process_template_absorption,"{""disclosure"": ""Please list where and to what extent AI was used."", ""process_requirement"": ""A checklist is included in the PR template requiring disclosure and testing."", ""restriction_or_ban"": ""We only accept pull requests that follow our guidelines. A deliberate violation may result in a ban."", ""verification_testing"": ""I have tested the proposed changes.""}","PR template requires AI usage disclosure, testing, and adherence to guidelines, with violations potentially leading to bans.",https://raw.githubusercontent.com/osm-search/Nominatim/HEAD/.github/PULL_REQUEST_TEMPLATE.md,https://raw.githubusercontent.com/osm-search/Nominatim/master/CONTRIBUTING.md
FCR-0139,pop-os/libcosmic,.github/PULL_REQUEST_TEMPLATE.md,pr_template,pull_request_or_patch,disclosure;human_responsibility;process_requirement;restriction_or_ban,exclusionary_gatekeeping;process_template_absorption,"{""disclosure"": ""I have disclosed use of any AI generated code in my commit messages."", ""human_responsibility"": ""If you are using an LLM, and do not fully understand the changes it is making to the code base, do not create a PR."", ""process_requirement"": ""The PR template includes a checkbox for disclosing AI-generated code."", ""restriction_or_ban"": ""AI authored or partially authored PRs may be closed without comment.""}","PR template requires AI usage disclosure, human understanding of changes, and reserves the right to close AI-authored PRs.",https://raw.githubusercontent.com/pop-os/libcosmic/HEAD/.github/PULL_REQUEST_TEMPLATE.md,
FCR-0143,ptitSeb/box64,CONTRIBUTING.md,contributing_guide,pull_request_or_patch;general_contribution,disclosure;human_responsibility;restriction_or_ban;verification_testing,conditional_acceptance_accountability;exclusionary_gatekeeping,"{""disclosure"": ""Explicitly disclose the manner in which AI was employed."", ""human_responsibility"": ""Be prepared to explain every line of code they submitted when asked about it by a maintainer."", ""restriction_or_ban"": ""This project does **not** accept pull requests that are fully or predominantly AI-generated."", ""verification_testing"": ""Perform a comprehensive manual review prior to submitting the pull request.""}","AI-generated contributions are restricted to assistive use only, requiring disclosure, manual review, and human responsibility.",https://raw.githubusercontent.com/ptitSeb/box64/HEAD/CONTRIBUTING.md,https://raw.githubusercontent.com/ptitSeb/box64/HEAD/AGENTS.md
