review_id,repo,primary_path,trace_path_used,adjudicated_carrier,adjudicated_components,adjudicated_orientation,trace_status,adoption_located,adoption_date,adoption_commit,adoption_message,date_reliability,history_commits_checked,history_truncated,candidate_paths_considered,candidate_paths_with_current_match,current_file_checked,current_file_matches,first_match_basis,matched_rule_components,evidence_snippet,fetch_error_count,trace_error
FCR-0077,cerbos/cerbos,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2025-09-19T07:37:30Z,2d8e7f68971d256a0d727920f9e142c117899a7c,docs: Add AI policy to contribution guidelines (#2710),high,14,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,", along with the extent to which AI assistance was used (e.g. docs only vs. code generation). If PR responses are being generated by an AI, disclose that as well. As a small exception, trivial tab-completion doesn't need to be disclosed, so long as it is limited to single keywords or short phrases. An example disclosure: > This PR was written primarily by Claude Code. Or a more detailed disclosure: > I consulted ChatGPT to understand the codebase but the solution > was fully authored manually by myself. Failure to disclose this is first and foremost rude to the human operators on the other end of the pull request, but it also makes it difficult to determine how much scrutiny to apply to the contribution. When u",0,
FCR-0079,checkpoint-restore/criu,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;human_responsibility,conditional_acceptance_accountability,located,True,2026-03-19T16:44:10Z,21c14313d645af8006c41a93153f951b819a6bfc,contributing: document AI-assisted contribution guidelines,high,17,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,agent_instruction_boundary;human_responsibility;process_requirement;verification_testing,For example: ``` Assisted-by: Claude:claude-3-opus coccinelle sparse ``` The `Assisted-by` tag should be placed after the commit message body and before the `Signed-off-by` line. Note that AI agents should not add `Signed-off-by` tags. Only human developers can certify the Developer's Certificate of Origin. The submitter is responsible for reviewing all AI-generated code and ensuring its correctness and license compliance. ## Submit your work upstream We accept GitHub pull requests and this is the preferred way to contribute to CRIU. For that you should push your work to your fork of CRIU at [GitHub](https://github.com) and create a [pull request](https://help.github.com/en/github/collaborating-with-issues-and-pull-r,0,
FCR-0080,commitizen-tools/commitizen,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,disclosure;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-01-31T04:07:30Z,0497ef20b8cbfb2f2bce865753f5861ad09333e4,docs(contributing): add pull request guideline and add notes about AI…,high,13,False,.github/pull_request_template.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"!-- If generative AI tooling has been used in the process of authoring this PR, please change below checkbox to `[X]` followed by the name of the tool, uncomment the ""Generated-by"". --> - [ ] Yes (please specify the tool below) <!-- Generated-by: [Tool Name] following [the guidelines](http://commitizen-tools.github.io/commitizen/contributing/pull_request/#ai-assisted-contributions) --> ### Code Changes - [ ] Add test cases to all the changes you introduce - [ ] Run `uv run poe all` locally to ensure this change passes linter check and tests - [ ] Manually test the changes: - [ ] Verify the feature/bug fix works as expected in real-world scenarios - [ ] Test edge cases and error conditions - [ ] Ensure backward c",0,
FCR-0082,dedalus-labs/wingman,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2025-12-23T07:19:43Z,b07069092b3af69a53a08f1f0e0e2124b98f52cc,chore: add oss files,high,1,False,CONTRIBUTING.md;SECURITY.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"always shippable**: Don't merge broken code. If something slips through, we revert quickly. ## Code Standards ```bash uv run ruff check src/wingman/ # Lint uv run ruff format --check src/wingman/ # Format check uv run pytest # Test ``` All must pass. See the [style guide](docs/style/README.md). ## AI Disclosure If you use AI tools (Copilot, Claude, Cursor), mention it in your PR. You must understand code you submit. ## Areas Needing Help - **Documentation**: Improve README, add examples - **Testing**: Increase coverage - **UI/UX**: Improve TUI widgets and layout - **Features**: New tools, model integrations Look for issues labeled `good first issue` to get started. ## Links | Re",0,
FCR-0083,diggerhq/digger,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,located,True,2025-10-20T19:34:06Z,a77313be51612e9d72c59500566ea18b6926dda9,fix/contributing guide ai assistance (#2328),high,9,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,", along with the extent to which AI assistance was used (e.g. docs only vs. code generation). If PR responses are being generated by an AI, disclose that as well. As a small exception, trivial tab-completion doesn't need to be disclosed, so long as it is limited to single keywords or short phrases. An example disclosure: > This PR was written primarily by Claude Code. Or a more detailed disclosure: > I consulted ChatGPT to understand the codebase but the solution > was fully authored manually by myself. Failure to disclose this is first and foremost rude to the human operators on the other end of the pull request, but it also makes it difficult to determine how much scrutiny to apply to the contribution. In a p",0,
FCR-0084,dlvhdr/gh-dash,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,located,True,2026-03-15T15:24:51Z,129bf09618cb724db288442f05ba290fcb49fbab,dlvhdr/ai-policy (#810),high,7,False,CONTRIBUTING.md;AI_POLICY.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"e in contributing to our project! In this guide you will get an overview of the contribution workflow from opening an issue, creating a PR, reviewing, and merging the PR. ## The Critical Rule - The most important rule: you must understand your code. If you can't explain what your changes do and how they interact with the greater system without the aid of AI tools, do not contribute to this project. - The second most important rule: when you submit a PR you must be willing to address comments and maintain this code. Dot not submit drive-by PRs that solve your own issue without the willingness to iterate on it. Keep these in your own fork. - Using AI to write code is fine. You can gain understanding by interrogating a",0,
FCR-0086,dubzzz/fast-check,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,pr_template,human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-02-19T20:26:38Z,e143357156844187c10c4f4752f8e0bbfe08f285,📝 Update PR template (#6613),high,12,False,.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,.github/PULL_REQUEST_TEMPLATE.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"## Description <!-- Describe your change and explain what this PR is trying to solve --> Fixes #issue-number <!-- Add any additional context here --> ## Checklist — _Don't delete this checklist and make sure you do the following before opening the PR_ - [ ] I have a full understanding of every line in this PR — whether the code was hand-written, AI-generated, copied from external sources or produced by any other tool - [ ] I flagged the impact of my change (minor / patch / major) either by running `pnpm run bump` or by following the instructions from the changeset bot - [ ] I kept this PR focused on a single concern and did not bundle unrelated changes - [ ] I followed the [gitmoji](https://gitmoji.dev/) specif",0,
FCR-0090,fedify-dev/fedify,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;model_tool_usage_detail,conditional_acceptance_accountability,located,True,2026-01-24T04:12:08Z,1c935231d8aacfc0536fd43692835affdfd8bc4a,Add AI usage policy document,high,45,False,CONTRIBUTING.md;AI_POLICY.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;process_requirement,"een requested yet, please open a new issue. When you open an issue, please provide the following information: - The use case of the feature. - The expected behavior. - The reason why you think the feature should be implemented in Fedify, instead of a third-party library or your own project. Pull requests ------------- ### AI usage If you use AI tools (such as GitHub Copilot, Claude, Cursor, etc.) while contributing, you must disclose this in your pull request description and/or commit messages. See *[AI_POLICY.md]* for the complete policy. [AI_POLICY.md]: AI_POLICY.md ### License Fedify is licensed under the [MIT License]. By opening a pull request, you agree to license your contribution under the",0,
FCR-0091,fluxcd/flux2,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-04-12T13:07:18Z,4eaf59113f45bb7bea7244ff0241b5cc330fd148,docs: Add AI Coding Assistants Guidance,high,27,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,agent_instruction_boundary;human_responsibility;process_requirement;verification_testing,"image tags and digests - [fluxcd/image-automation-controller](https://github.com/fluxcd/image-automation-controller): Kubernetes operator for patching container image tags and digests in Git repositories - [fluxcd/website](https://github.com/fluxcd/website): The Flux documentation website accessible at <https://fluxcd.io/> ## AI Coding Assistants Guidance Using AI Agents to help write your PR is acceptable, but as the author, you are responsible for understanding the code and the documentation you submit. Please review all the AI-generated content and make sure it follows the guidelines in this document before submitting your PR. All Flux repositories contain an `AGENTS.md` file. You must point your AI Agent to `AGE",0,
FCR-0092,fluxerapp/fluxer,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2026-02-17T12:22:36Z,d5abd1a7e4bbb6a389b7ecdf7b24c573bf71fc88,refactor progress,high,2,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"share If you're unsure whether something needs an issue first, it probably does. ### 4) Understand the code you submit You must have sufficient understanding of every change in your PR to explain it and defend it during review. You don't need to write an essay, but you should be able to give a short summary of what the patch does and why it's correct. **LLM-assisted contributions.** You're welcome to use LLMs as a tool for automating mechanical work. We don't ask you to disclose this, since we assume you're acting in good faith: you're the one who signs off on the patch you submit in your own name, and you have the technical understanding to verify that it's accurate. That said, don't use LLMs on areas of the",0,
FCR-0095,go-swagger/go-swagger,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;restriction_or_ban;security_reporting,exclusionary_gatekeeping;security_risk_control,located,True,2026-03-16T14:57:06Z,746308f71fe2d5e722b151a0ede49f84ecfaa3ea,doc: post-release (#3302),high,5,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,agent_instruction_boundary;human_responsibility;security_reporting;verification_testing,"tificate.org ## Code contributions by AI agents Our agentic friends are welcome to contribute! We only have a few demands to keep-up with human maintainers. 1. Issues and PRs written or posted by agents should always mention the original (human) poster for reference 2. We don't accept PRs attributed to agents. We don't want commits signed like ""author: @claude.code"". Agents or bots may coauthor commits, though. 3. Security vulnerability reports by agents should always be reported privately and mention the original (human) poster (see also [Security Policy][security-doc]). [security-doc]: ../SECURITY.md",0,
FCR-0096,gpac/gpac,.github/ISSUE_TEMPLATE/bug_report.md,.github/ISSUE_TEMPLATE/bug_report.md,issue_template,disclosure;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption;security_risk_control,located,True,2026-04-16T12:19:19Z,d3f86fabb082e0b8b3ca71765c16a5f1e20b67bc,bug_report.md: add AI warning [noCI],high,3,False,.github/ISSUE_TEMPLATE/bug_report.md;SECURITY.md,.github/ISSUE_TEMPLATE/bug_report.md,True,True,strict_main_ai_contribution_governance,disclosure;security_reporting,"command line, input files, etc.). You can share files anonymously using [this dropbox](https://www.mediafire.com/filedrop/filedrop_hosted.php?drop=eec9e058a9486fe4e99c33021481d9e1826ca9dbc242a6cfaab0fe95da5e5d95). For security issues, please read our [security policy](https://github.com/gpac/gpac/blob/master/SECURITY.md). If your findings or reports were generated by AI **please disclose it**. Make sure that the code and commands provided can actually be run. ---",0,
FCR-0101,htop-dev/htop,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2025-12-01T07:04:59Z,92af1a4d6b152faf0695af63a45d90525690075c,Add a section on the use of AI tools to the contributors guide,high,8,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;verification_testing,"or changes should the need arise they still provide a first orientation to go by when contributing to this repository. The details of the coding style as well as what to take care about with your contributions can be found in our [style guide](docs/styleguide.md). Use of AI --------- You are welcome to use whatever tools work best for you, which includes use of AI tools to assist with developing htop. AI tools have proven invaluable as learning aids for new contributors, helped to identify problematic code, and have been used to fill cross-platform knowledge gaps. With great power comes great responsibility. Please ensure you review and understand any changes made by tools you use before opening pull requests. Be aw",0,
FCR-0102,huntabyte/shadcn-svelte,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,restriction_or_ban,exclusionary_gatekeeping,located,True,2026-04-20T20:24:00Z,69f57ed60a296471749c04d9a239ce07d87642ee,chore: Update `CONTRIBUTING.md` (#2667),high,5,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"Opening PRs Thanks for contributing to `shadcn-svelte`! We ask that you follow these guidelines to help make it easier for us to review your PR: - Your PR should fix a _single issue_ linked in the PR description (e.g. `Fixes #123`) - Your PR should pass all CI checks and show a checkmark (Maintainers won't review PRs on red, or in draft) ## Responsible use of AI We take no issue with you using AI to help you contribute to `shadcn-svelte`. However we ask that when creating an issue, and writing PR descriptions you refrain from using AI to generate the content. AI is very good at writing code but often far too verbose when writing documentation, writing your own description will help us parse your contributions more",0,
FCR-0103,hynek/prometheus-async,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-03-24T13:03:17Z,1cc7a42e202985d67417555e66a8ff718a19e9f3,Add AI policy,high,13,False,.github/CONTRIBUTING.md;.github/CODE_OF_CONDUCT.md;.github/AI_POLICY.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"ind appropriate. ## Workflow First off, thank you for considering contributing to *prometheus-async*! It's people like *you* who make it such a great tool for everyone. - No contribution is too small! Please submit as many fixes for typos and grammar bloopers as you can! - **Only contribute code that you fully understand.** See also our [AI policy][llm]. - Try to limit each pull request to *one* change only. - Since we squash on merge, it's up to you how you handle updates to the main branch. Whether you prefer to rebase on main or merge main into your branch, do whatever is more comfortable for you. Just remember to [not use your own `main` branch for the pull request](https://hynek.me/articles/pu",0,
FCR-0104,hynek/structlog,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2025-10-14T04:20:18Z,90cd20308d45fefdb71dabce252b0477646416c6,Add AI statement,high,43,False,.github/CONTRIBUTING.md;.github/SECURITY.md;.github/AI_POLICY.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"# How To Contribute > [!IMPORTANT] > We do not care how you write your code, but you're taking full responsibility for it by submitting a pull request. > Do not waste our time with LLM/""AI"" slop that you don't understand yourself. ## Support In case you'd like to help out but don't want to deal with GitHub, there's a great opportunity: help your fellow developers on [Stack Overflow](https://stackoverflow.com/questions/tagged/structlog)! The official tag is `structlog` and helping out in support frees us up to improve *structlog* inste",0,
FCR-0105,i3/i3,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-01-26T19:31:48Z,1a7b8948f6454167056cb8a27335286fafabd82a,CONTRIBUTING: include AI contribution policy,high,8,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,process_requirement;restriction_or_ban,"You have reviewed and understood the code you are submitting. 2. You have made sufficient modifications or creative decisions such that you can offer the contribution under the BSD-3-Clause license. 3. To your knowledge, the contribution does not reproduce copyrighted material from other projects. Here are a few examples for illustration: * A purely AI-generated pull request (“vibe-coded”) cannot be accepted, because the copyright status of such output is uncertain and you may not be able to license it under BSD-3-Clause. * It is considered impolite to send an LLM’s writing (posting “slop” issues). We want to hear your own voice and see that you have spent enough thoughts and time to write us a message. * I",0,
FCR-0106,ideoforms/AbletonOSC,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,human_responsibility;process_requirement;restriction_or_ban,conditional_acceptance_accountability;process_template_absorption,located,True,2025-11-19T15:03:55Z,621b294ac4175cb4b379a3cb537206f443e53b1f,Add pull request template,high,1,False,.github/pull_request_template.md;CONTRIBUTING.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"ve added appropriate documentation to [README.md](/README.md) - [ ] For any new or modified API endpoints, I have added [unit tests](/tests/) covering the new functionality - [ ] I have verified that all unit tests pass (see [CONTRIBUTING.md](/CONTRIBUTING.md) for guidance) This project is run by a single unpaid maintainer, and long PRs containing a lot of AI-generated content are complex and time-consuming to review. With this in mind, please proof-read all content carefully before submitting, and ensure that surplus files (additional documentation, test procedures, etc) are not checked in before submitting the PR.",0,
FCR-0107,intelowlproject/IntelOwl,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,disclosure;human_responsibility;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption,located,True,2026-03-08T07:45:39Z,9fff5937d21b2d86768be5771d49849a65df1eea,updated PR template,high,40,False,.github/pull_request_template.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"[ ] I have a provided a screenshot of the result in the PR. - [ ] I have created new frontend tests for the new component or updated existing ones. - [ ] After you had submitted the PR, if `DeepSource`, `Django Doctors` or other third-party linters have triggered any alerts during the CI checks, I have solved those alerts. - [ ] I have addressed raised Copilot issues. In case of FPs, I have commented the Copilot issue and proved that it is wrong before having the comment resolved. - [ ] I have reviewed and verified any LLM-generated code included in this PR. Also, I have explicitly stated that I have used LLMs in this PR. ### Important Rules - If you miss to compile the Checklist properly, your PR won't be revie",0,
FCR-0109,jank-lang/jank,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;restriction_or_ban,exclusionary_gatekeeping,located,True,2025-11-27T23:37:34Z,8e6b0be6ee4b06f4127ff092b86d212fd92f1e97,Add contributing guidelines,high,1,False,CONTRIBUTING.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"u can't/won't use Slack, [Github Discussions](https://github.com/jank-lang/jank/discussions) is the next best place to ask. ## How to report bugs Please use jank's Github [issue tracker](https://github.com/jank-lang/jank/issues) for reporting bugs. Before creating a new issue, please search for an existing issue on your topic and use that if it exists. ## AI-assisted contribution policy You **MAY** use AI assistance for contributing to jank, as long as you follow the principles described below. ### Accountability You **MUST** take the responsibility for your contribution. Contributing to jank means vouching for the quality, license compliance, and utility of your submission. All contributions, whether from a human au",0,
FCR-0112,joshuadavidthomas/django-language-server,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,human_responsibility;verification_testing;maintainer_review_discretion,conditional_acceptance_accountability,located,True,2026-02-13T08:31:01Z,a20ebc82ea470fe16137cf9a08c64e49dfa60cff,Add ARCHITECTURE.md and update CONTRIBUTING.md (#438),high,9,False,CONTRIBUTING.md;AGENTS.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"m what features would be most valuable. So far it's all been built by [a simple country CRUD web developer](https://youtu.be/7ij_1SQqbVo?si=hwwPyBjmaOGnvPPI&t=53) learning Rust along the way — send help! ## Code Quality Someone is going to read your PR. Be considerate of that — make sure what you're submitting is something you'd want to review yourself. AI tools are fine to use. How the code got written matters less than whether it's good. But you're the one submitting it, so you're the one responsible for it. If you can't explain a change, don't submit it. If you haven't tested it, don't submit it. If it doesn't fit the codebase, it's going to need rework. Mentioning that you used AI is appreciated but not requir",0,
FCR-0113,karol-broda/snitch,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,pr_template,disclosure;process_requirement,process_template_absorption,located,True,2026-01-01T19:58:14Z,57d592408de364bbbef3c89b85458e7cf61fd2e4,"chore: add coc, contibution, and security documents for community gui…",high,1,False,.github/PULL_REQUEST_TEMPLATE.md,.github/PULL_REQUEST_TEMPLATE.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"es #456 --> ## Type of Change - [ ] bug fix - [ ] new feature - [ ] breaking change - [ ] documentation - [ ] refactoring - [ ] other: <!-- describe --> ## AI Disclosure <!-- required: select one --> - [ ] `ai: none` — no ai assistance used - [ ] `ai: assisted` — ai helped with portions (describe below) - [ ] `ai: generated` — significant portions were ai-generated (describe below) <!-- if ai-assisted or ai-generated, briefly describe what was ai-generated: --> ## Checklist - [ ] i have tested these changes locally - [ ] i have run `make test` and all tests pass - [ ] i have run `make lint` and fixed any issues - [ ] i have updated documentation if needed - [ ] my code follows the existing style of the project ##",0,
FCR-0115,kiali/kiali,CONTRIBUTING.md,CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility,conditional_acceptance_accountability,located,True,2025-11-19T12:00:32Z,91a4bddfb6f200453c86a3febf6f50e3db340721,ai dev policy and agents.md (#8873),high,9,False,CONTRIBUTING.md;AI_POLICY.md;./AI_POLICY.md,CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"tensive guide on building Kiali server and UI. ### Internationalization If you want to add a new language or improve an existing one, you can check the internationalization section of the [README for UI](./frontend/README.adoc#internationalization-i18n) ### Code Style Guide See the [Style Guide](./STYLE_GUIDE.adoc) about getting your code in style. ### AI-Assisted Contributions If you use AI tools (such as GitHub Copilot, ChatGPT, Claude, Cursor, or similar) to assist with your contributions, please review the [AI Policy](./AI_POLICY.md) for guidelines on responsible use, disclosure requirements, and quality standards. ### Submitting changes Once the issue has been agreed upon and developed, you can send a pull-re",0,
FCR-0116,kornia/kornia,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,disclosure;human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2025-12-31T17:20:32Z,9e521cac016f97e0392575b5dfb538bae68d59d9,stablish Torch core (#3432),high,1,False,.github/pull_request_template.md;CONTRIBUTING.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"🛠️ Changes Made - [ ] Item 1 - [ ] Item 2 --- ## 🧪 How Was This Tested? - [ ] **Unit Tests:** (List new/updated tests) - [ ] **Manual Verification:** (Describe the steps you took) - [ ] **Performance/Edge Cases:** (How does this handle nulls, large data, etc.?) --- ## 🕵️ AI Usage Disclosure *Check one of the following:* - [ ] 🟢 **No AI used.** - [ ] 🟡 **AI-assisted:** I used AI for boilerplate/refactoring but have manually reviewed and tested every line. - [ ] 🔴 **AI-generated:** (Note: These PRs may be subject to stricter scrutiny or immediate closure if the logic is not explained). --- ## 🚦 Checklist - [ ] I have performed a **self-review** of my code (no ""ghost"" variables or hallucinations). - [ ] My code follows",0,
FCR-0119,letta-ai/letta,.github/ISSUE_TEMPLATE/bug_report.yml,.github/ISSUE_TEMPLATE/bug_report.yml,issue_template,disclosure;human_responsibility;process_requirement,conditional_acceptance_accountability;process_template_absorption,located,True,2026-04-07T23:48:25Z,c71353f9b5506d1a327148bea8f6b5a4af9f9e4e,feat: add anti-spam issue guard with AI disclosure policy,high,1,False,.github/ISSUE_TEMPLATE/bug_report.yml;AI_POLICY.md,.github/ISSUE_TEMPLATE/bug_report.yml,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,": ai-disclosure attributes: label: AI Disclosure description: | We require all issue authors to disclose AI usage per our [AI Policy](../blob/main/AI_POLICY.md). Check **all** that apply. options: - label: This issue was written entirely by a human - label: This issue was written with AI assistance (e.g. Copilot, ChatGPT, Claude) and **reviewed and edited by a human** - label: I have read the [AI Policy](../blob/main/AI_POLICY.md) and agree to its terms required: true validations: required: true - type: textarea id: human-verification attributes: label: Human Verification description: | To help us combat sp",0,
FCR-0121,lrstanley/bubblezone,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,authorship_or_provenance;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-04-18T21:23:37Z,901c5971e38ea1f3238af1eb2206b8da49359af5,"chore(terraform): auto-applied "".github/CONTRIBUTING.md"" [skip ci]",high,5,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,agent_instruction_boundary;human_responsibility;process_requirement;restriction_or_ban;verification_testing,"Developer Certificate of Origin][dco]. This helps ensure that contributions > aren't in violation of 3rd party license terms. > > ### AI Assisted Development > **AI Agents MUST NOT add `Signed-off-by` tags to commits.** > Only humans can legally certify the [Developer Certificate of Origin][dco]. The > human submitter is responsible for: > > - Reviewing all AI-generated code > - Ensuring compliance with licensing requirements > - Adding their own Sign-off-by tag to certify the DCO > - Taking full responsibility for the contribution ## :lady_beetle: Issue submission When [submitting an issue][issues] or bug report, please follow these guidelines: - Provide as much information as possible (logs, metrics, screenshots, ru",0,
FCR-0124,mcpjungle/MCPJungle,.github/pull_request_template.md,.github/pull_request_template.md,pr_template,human_responsibility;process_requirement;verification_testing,conditional_acceptance_accountability;process_template_absorption,located,True,2026-04-13T08:48:23Z,3ede985eed0c36f3ee75dbef9dcd2eb2a673c8a0,PR template,high,1,False,.github/pull_request_template.md,.github/pull_request_template.md,True,True,strict_main_ai_contribution_governance,human_responsibility;process_requirement;verification_testing,"no existing issue/discussion, I opened one first to align with maintainers before submitting this PR. - [ ] I confirmed the issue/discussion priority with maintainers and understand low-priority items may receive limited attention. - [ ] I kept this PR focused and reasonably small; if the work is large, I split it into smaller PRs where possible. - [ ] Any AI-generated code in this PR was reviewed by a human author. ## Validation Checklist - [ ] `go test ./...` passes locally. - [ ] `scripts/test-mcpjungle.sh` passes locally. - [ ] I added or updated tests for new behavior where applicable. - [ ] I updated documentation for user-facing changes where applicable. ## Linked Context - Issue(s): <!-- e.g., #123 --> - Discu",0,
FCR-0125,metabrainz/listenbrainz-server,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,contributing_guide,disclosure;human_responsibility;restriction_or_ban,conditional_acceptance_accountability;exclusionary_gatekeeping,located,True,2026-01-22T14:03:18Z,15e82b053aa1558af1621527a83680fd4af727b7,Copy AI use policy from metabrainz/guidelines (#3520),high,8,False,.github/CONTRIBUTING.md,.github/CONTRIBUTING.md,True,True,strict_main_ai_contribution_governance,disclosure;human_responsibility;process_requirement;verification_testing,"tabrainz/guidelines/blob/master/GitHub.md) - [JIRA](https://github.com/metabrainz/guidelines/blob/master/Jira.md) - [Python](https://github.com/metabrainz/guidelines/blob/master/Python.md) - [SQL](https://github.com/metabrainz/guidelines/blob/master/SQL.md) Review these guides to understand our methodologies better. ## AI use policy We don't allow blindly using AI tools in code contributions or communications, and discourage it in most cases.\ If you do use LLMs as part of your workflow, **you must explicitly disclose it**. Do not submit a PR you haven't personally tested; inability to explain your code is grounds for immediate rejection of the PR.\ We want to see *you* (not an LLM) show understanding of the issue a",0,
